State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Assam,KARBI ANGLONG,2004,Summer     ,Rice,1824,2135,2880.2,25749059.46,49910.49,0.222857143
Assam,KARBI ANGLONG,2004,Winter     ,Rice,116951,171521,2880.2,4482892.52,8689.38,0.069
Assam,KARBI ANGLONG,2005,Autumn     ,Rice,10498,12339,2880.2,8834801.98,17124.87,0.56
Assam,KARBI ANGLONG,2005,Summer     ,Rice,1780,2021,2880.2,97426586.78,188846.07,6112.145714
Assam,KARBI ANGLONG,2005,Winter     ,Rice,114930,170915,2880.2,159476.48,309.12,1.61
Assam,KARBI ANGLONG,2006,Autumn     ,Rice,10498,13150,2880.2,33152.04,64.26,17
Assam,KARBI ANGLONG,2006,Summer     ,Rice,1709,1985,2880.2,1082424.94,2098.11,3.022857143
Assam,KARBI ANGLONG,2006,Winter     ,Rice,111966,164323,2880.2,145825.64,282.66,0.74
Assam,KARBI ANGLONG,2007,Autumn     ,Rice,10465,13524,2880.2,278000.44,538.86,0.505
Assam,KARBI ANGLONG,2007,Summer     ,Rice,1648,2186,2880.2,103464.7,200.55,0.8475
Assam,KARBI ANGLONG,2007,Winter     ,Rice,110593,174753,2880.2,149834.22,290.43,0.782
Assam,KARBI ANGLONG,2008,Autumn     ,Rice,10465,13415,2880.2,11413510.66,22123.29,2.271538462
Assam,KARBI ANGLONG,2008,Summer     ,Rice,2057,2390,2880.2,3871204.88,7503.72,2.256923077
Assam,KARBI ANGLONG,2008,Winter     ,Rice,113375,173493,2880.2,16131067.62,31267.53,2.175714286
Assam,KARBI ANGLONG,2009,Autumn     ,Rice,10891,14104,2880.2,95664.22,185.43,0.228333333
Assam,KARBI ANGLONG,2009,Summer     ,Rice,2083,3011,2880.2,208121.14,403.41,82.35153846
Assam,KARBI ANGLONG,2009,Winter     ,Rice,111539,232902,2880.2,90572.24,175.56,11.52769231
Assam,KARBI ANGLONG,2010,Autumn     ,Rice,10991,15825,2880.2,9586573.24,18582.06,28.10571429
Assam,KARBI ANGLONG,2010,Summer     ,Rice,2058,5304,2880.2,4333.6,8.4,5.58
Assam,KARBI ANGLONG,2010,Winter     ,Rice,113051,216219,2880.2,312127.54,605.01,2.025
Assam,KARBI ANGLONG,2011,Autumn     ,Rice,10876,14964,4767.9,1216983.22,2358.93,1.154285714
Assam,KARBI ANGLONG,2011,Summer     ,Rice,2237,3768,4767.9,87105.36,168.84,0.806666667
Assam,KARBI ANGLONG,2011,Winter     ,Rice,108452,155670,4767.9,679941.84,1317.96,10.06571429
Assam,KARBI ANGLONG,2012,Autumn     ,Rice,9170,12544,4767.9,96964.3,187.95,0.8
Assam,KARBI ANGLONG,2012,Summer     ,Rice,1572,4661,4767.9,3466.88,6.72,0.693333333
Assam,KARBI ANGLONG,2012,Winter     ,Rice,117679,181966,4767.9,5742.02,11.13,5.4925
Assam,KARBI ANGLONG,2013,Autumn     ,Rice,9103,12411,4767.9,783406.54,1518.51,1.046666667
Assam,KARBI ANGLONG,2013,Summer     ,Rice,2256,4257,4767.9,199778.96,387.24,0.844285714
Assam,KARBI ANGLONG,2013,Winter     ,Rice,118841,203249,4767.9,39544.1,76.65,1.79
Assam,KARBI ANGLONG,2014,Autumn     ,Rice,6829,9986,4767.9,999111.48,1936.62,6.122857143
Assam,KARBI ANGLONG,2014,Summer     ,Rice,2334,3981,4767.9,56228.46,108.99,0.586666667
Assam,KARBI ANGLONG,2014,Winter     ,Rice,118833,204222,4767.9,435418.46,843.99,4.8
Assam,KARIMGANJ,1997,Autumn     ,Rice,7332,8936,4767.9,8125.5,15.75,0.47
Assam,KARIMGANJ,1997,Summer     ,Rice,4552,2983,4767.9,1828237.5,3543.75,1.465714286
Assam,KARIMGANJ,1997,Winter     ,Rice,61520,71060,4767.9,454486.3,880.95,4.543333333
Assam,KARIMGANJ,1998,Autumn     ,Rice,7400,7646,4767.9,227839.02,441.63,0.76
Assam,KARIMGANJ,1998,Summer     ,Rice,3623,3811,4767.9,1872873.58,3630.27,7.178571429
Assam,KARIMGANJ,1998,Winter     ,Rice,63930,106421,4767.9,782431.48,1516.62,0.64
Assam,KARIMGANJ,1999,Autumn     ,Rice,5600,10546,4767.9,3539142.78,6860.07,1.492857143
Assam,KARIMGANJ,1999,Summer     ,Rice,5000,6155,4767.9,999328.16,1937.04,2.078333333
Assam,KARIMGANJ,1999,Winter     ,Rice,63400,107038,4767.9,7546856.06,14628.39,1.792857143
Assam,KARIMGANJ,2000,Autumn     ,Rice,7000,13411,4767.9,176377.52,341.88,0.548333333
Assam,KARIMGANJ,2000,Summer     ,Rice,5200,8960,4767.9,287317.68,556.92,0.957142857
Assam,KARIMGANJ,2000,Winter     ,Rice,55600,122895,4767.9,104764.78,203.07,0.915714286
Assam,KARIMGANJ,2001,Autumn     ,Rice,6000,10804,4767.9,9100.56,17.64,2.264
Assam,KARIMGANJ,2001,Summer     ,Rice,3191,5667,4767.9,538883.16,1044.54,3.352857143
Assam,KARIMGANJ,2001,Winter     ,Rice,63500,145362,4767.9,538883.16,1044.54,3.352857143
Assam,KARIMGANJ,2002,Autumn     ,Rice,7597,14389,4767.9,430651.5,834.75,6.367142857
Assam,KARIMGANJ,2002,Summer     ,Rice,6100,12670,4767.9,78979.86,153.09,0.55
Assam,KARIMGANJ,2002,Winter     ,Rice,63958,141811,4767.9,182227.88,353.22,4.715714286
Assam,KARIMGANJ,2003,Autumn     ,Rice,4000,7360,4767.9,93497.42,181.23,1.156666667
Assam,KARIMGANJ,2003,Summer     ,Rice,4500,1224,1034,550042.18,1066.17,1.55
Assam,KARIMGANJ,2003,Winter     ,Rice,63900,128905,1034,4703689.44,9117.36,0.6684
Assam,KARIMGANJ,2004,Autumn     ,Rice,6500,6230,1034,10574850.72,20497.68,1.408846154
Assam,KARIMGANJ,2004,Summer     ,Rice,6200,9368,1034,8829493.32,17114.58,41.73931034
Assam,KARIMGANJ,2004,Winter     ,Rice,61309,121010,1034,534766.24,1036.56,0.071818182
Assam,KARIMGANJ,2005,Autumn     ,Rice,6500,11474,1034,11338756.06,21978.39,0.34037037
Assam,KARIMGANJ,2005,Summer     ,Rice,4750,7686,1034,895863.46,1736.49,0.3392
Assam,KARIMGANJ,2005,Winter     ,Rice,64100,101338,1034,38683447.04,74981.76,10877.70276
Assam,KARIMGANJ,2006,Autumn     ,Rice,5800,8971,1034,2096379,4063.5,0.4236
Assam,KARIMGANJ,2006,Summer     ,Rice,4826,7804,1034,14015295.76,27166.44,1.571153846
Assam,KARIMGANJ,2006,Winter     ,Rice,63500,126660,1034,7257696.6,14067.9,0.761724138
Assam,KARIMGANJ,2007,Autumn     ,Rice,5900,8657,1034,47994.62,93.03,5.854
Assam,KARIMGANJ,2007,Summer     ,Rice,5306,10973,1034,62187.16,120.54,19.255
Assam,KARIMGANJ,2007,Winter     ,Rice,65225,98940,1034,695542.8,1348.2,0.545
Assam,KARIMGANJ,2008,Autumn     ,Rice,5243,8683,1034,66724114.18,129334.17,1.790714286
Assam,KARIMGANJ,2008,Summer     ,Rice,5768,9817,1034,7314358.42,14177.73,0.3068
Assam,KARIMGANJ,2008,Winter     ,Rice,65300,162218,1034,40815903.26,79115.19,0.825
Assam,KARIMGANJ,2009,Autumn     ,Rice,5064,8700,1034,20573007.62,39877.53,1.758846154
Assam,KARIMGANJ,2009,Summer     ,Rice,5968,6147,1034,16788258.06,32541.39,0.417777778
Assam,KARIMGANJ,2009,Winter     ,Rice,64633,161518,1034,134233.26,260.19,0
Assam,KARIMGANJ,2010,Autumn     ,Rice,4451,7580,1034,2870034.94,5563.11,9.490357143
Assam,KARIMGANJ,2010,Summer     ,Rice,5980,12175,1034,9921560.52,19231.38,0.201071429
Assam,KARIMGANJ,2010,Winter     ,Rice,63143,130832,1034,545383.56,1057.14,16.0325
Assam,KARIMGANJ,2011,Autumn     ,Rice,2240,4223,1034,11792267.3,22857.45,1.742307692
Assam,KARIMGANJ,2011,Summer     ,Rice,6578,12544,1034,48969.68,94.92,0.25
Assam,KARIMGANJ,2011,Winter     ,Rice,65617,182975,1034,202901535.5,393292.62,3.015172414
Assam,KARIMGANJ,2012,Autumn     ,Rice,2260,4148,1034,7879026.5,15272.25,0.397857143
Assam,KARIMGANJ,2012,Summer     ,Rice,6650,12874,1034,5479403.84,10620.96,0.8724
Assam,KARIMGANJ,2012,Winter     ,Rice,69735,136279,1034,24071847.92,46659.48,104.66
Assam,KARIMGANJ,2013,Autumn     ,Rice,1255,1576,1034,1966587.68,3811.92,1.002962963
Assam,KARIMGANJ,2013,Summer     ,Rice,6850,13501,1034,151350.98,293.37,14.9992
Assam,KARIMGANJ,2013,Winter     ,Rice,69394,138893,1034,11981212.26,23223.69,41.5525
Assam,KARIMGANJ,2014,Autumn     ,Rice,982,1616,1034,2341877.44,4539.36,5.096071429
Assam,KARIMGANJ,2014,Summer     ,Rice,6895,11087,1034,24524275.76,47536.44,0.4075
Assam,KARIMGANJ,2014,Winter     ,Rice,69525,130527,1075.5,35136.56,61.53,0.8025
Assam,KOKRAJHAR,1997,Autumn     ,Rice,31005,16292,1075.5,59303198.16,103849.83,0.554545455
Assam,KOKRAJHAR,1997,Summer     ,Rice,3730,3120,1075.5,8260569.28,14465.64,0.941666667
Assam,KOKRAJHAR,1997,Winter     ,Rice,57430,44832,1075.5,1451871.44,2542.47,0.952307692
Assam,KOKRAJHAR,1998,Autumn     ,Rice,31872,28510,1075.5,5473388.64,9584.82,23.9085
Assam,KOKRAJHAR,1998,Summer     ,Rice,3192,3414,1075.5,17792770.24,31158.12,0.285882353
Assam,KOKRAJHAR,1998,Winter     ,Rice,60226,66081,1075.5,41322873.04,72363.27,0.462777778
Assam,KOKRAJHAR,1999,Autumn     ,Rice,32802,22398,1075.5,12524204.96,21931.98,7717.767778
Assam,KOKRAJHAR,1999,Summer     ,Rice,6500,16962,1075.5,3371430.88,5903.94,0.503333333
Assam,KOKRAJHAR,1999,Winter     ,Rice,60314,71134,1075.5,123832869.7,216852.09,1.727272727
Assam,KOKRAJHAR,2000,Autumn     ,Rice,29790,24281,1075.5,15305509.52,26802.51,2.937272727
Assam,KOKRAJHAR,2000,Summer     ,Rice,7094,14680,1075.5,5254294.8,9201.15,2.799090909
Assam,KOKRAJHAR,2000,Winter     ,Rice,59105,70645,1075.5,95936,168,0
Assam,KOKRAJHAR,2001,Autumn     ,Rice,27526,22681,1075.5,259147.12,453.81,5.812222222
Assam,KOKRAJHAR,2001,Summer     ,Rice,7200,11467,1075.5,47301604.56,82833.03,1.602631579
Assam,KOKRAJHAR,2001,Winter     ,Rice,56296,64595,1075.5,193630986.6,339080.28,1.069545455
Assam,KOKRAJHAR,2002,Autumn     ,Rice,26827,29067,1075.5,31284249.92,54783.96,1.975
Assam,KOKRAJHAR,2002,Summer     ,Rice,7800,15814,1075.5,1189486.48,2082.99,0.43
Assam,KOKRAJHAR,2002,Winter     ,Rice,57350,77089,1075.5,5600623.76,9807.63,0.32
Assam,KOKRAJHAR,2003,Autumn     ,Rice,27658,24235,1075.5,21927491.92,38398.71,0.996818182
Assam,KOKRAJHAR,2003,Summer     ,Rice,8000,13866,1075.5,31328500.4,54861.45,1.799090909
Assam,KOKRAJHAR,2003,Winter     ,Rice,59700,81227,1075.5,461092.4,807.45,0.371666667
Assam,KOKRAJHAR,2004,Autumn     ,Rice,26393,22415,1075.5,71128749.2,124558.35,3.803636364
Assam,KOKRAJHAR,2004,Summer     ,Rice,8110,15955,1075.5,19766053.84,34613.67,6.032272727
Assam,KOKRAJHAR,2004,Winter     ,Rice,54496,69621,1075.5,5975253.84,10463.67,8.926666667
Assam,KOKRAJHAR,2005,Autumn     ,Rice,26303,20301,1075.5,30214923.28,52911.39,0.582272727
Assam,KOKRAJHAR,2005,Summer     ,Rice,18588,35101,1075.5,15944922.96,27922.23,0.448333333
Assam,KOKRAJHAR,2005,Winter     ,Rice,64917,75161,1075.5,1888500.16,3307.08,0.465
Assam,KOKRAJHAR,2006,Autumn     ,Rice,28316,26479,1075.5,2450445.28,4291.14,15.5455
Assam,KOKRAJHAR,2006,Summer     ,Rice,18920,24574,1075.5,1912963.84,3349.92,20.49047619
Assam,KOKRAJHAR,2006,Winter     ,Rice,50971,61633,1075.5,1922557.44,3366.72,0.401666667
Assam,KOKRAJHAR,2007,Autumn     ,Rice,28744,24649,1075.5,1749033.2,3062.85,0.274666667
Assam,KOKRAJHAR,2007,Summer     ,Rice,19313,33543,1075.5,392738,687.75,8.895
Assam,KOKRAJHAR,2007,Winter     ,Rice,60422,72843,1075.5,6784593.92,11880.96,1.316428571
Assam,KOKRAJHAR,2008,Autumn     ,Rice,28265,23163,1075.5,1082997.52,1896.51,1.785384615
Assam,KOKRAJHAR,2008,Summer     ,Rice,10551,25008,1075.5,678747.2,1188.6,0.2825
Assam,KOKRAJHAR,2008,Winter     ,Rice,54989,63960,1075.5,302930871.4,530482.68,2.549090909
Assam,KOKRAJHAR,2009,Autumn     ,Rice,27619,26333,1075.5,174560708.6,305685.03,3.132272727
Assam,KOKRAJHAR,2009,Summer     ,Rice,16849,29136,1075.5,2117067.68,3707.34,0.415454545
Assam,KOKRAJHAR,2009,Winter     ,Rice,58548,102804,1075.5,9524526.08,16679.04,0.205714286
Assam,KOKRAJHAR,2010,Autumn     ,Rice,24663,28902,1075.5,4471097.28,7829.64,0.360526316
Assam,KOKRAJHAR,2010,Summer     ,Rice,17392,38470,1075.5,5237386.08,9171.54,0.6
Assam,KOKRAJHAR,2010,Winter     ,Rice,67368,125366,1075.5,52524.96,91.98,0.855
Assam,KOKRAJHAR,2011,Autumn     ,Rice,20698,32540,1075.5,11715224.64,20515.32,1.424166667
Assam,KOKRAJHAR,2011,Summer     ,Rice,22644,55774,1075.5,27576803.2,48291.6,83.59
Assam,KOKRAJHAR,2011,Winter     ,Rice,62725,97134,1075.5,53276138.88,93295.44,0.931363636
Assam,KOKRAJHAR,2012,Autumn     ,Rice,21910,28393,1075.5,130113.2,227.85,8.547777778
Assam,KOKRAJHAR,2012,Summer     ,Rice,20960,51092,1075.5,1832497.52,3209.01,7.2075
Assam,KOKRAJHAR,2012,Winter     ,Rice,66580,101640,1075.5,24503013.76,42908.88,4.374418605
Assam,KOKRAJHAR,2013,Autumn     ,Rice,21800,25856,1075.5,9498383.52,16633.26,0.384761905
Assam,KOKRAJHAR,2013,Summer     ,Rice,23056,69796,1075.5,40992493.44,71784.72,0.621052632
Assam,KOKRAJHAR,2013,Winter     ,Rice,64633,127450,1075.5,1332191.28,2332.89,0.774
Assam,KOKRAJHAR,2014,Autumn     ,Rice,19867,31130,2184.6,8535425.92,14946.96,0.913478261
Assam,KOKRAJHAR,2014,Summer     ,Rice,23065,62820,2184.6,776242.16,1359.33,0.704444444
Assam,KOKRAJHAR,2014,Winter     ,Rice,65450,119039,2184.6,5032682.64,8813.07,13.70555556
Assam,LAKHIMPUR,1997,Autumn     ,Rice,18325,11793,2184.6,163570.88,286.44,0.422
Assam,LAKHIMPUR,1997,Summer     ,Rice,3820,2121,2184.6,2285315.44,4001.97,8486.539565
Assam,LAKHIMPUR,1997,Winter     ,Rice,85239,74456,2184.6,162131.84,283.92,0.4172
Assam,LAKHIMPUR,1998,Autumn     ,Rice,18100,5844,2184.6,1761384.96,3084.48,0.637407407
Assam,LAKHIMPUR,1998,Summer     ,Rice,8822,7094,2184.6,242238.4,424.2,0.460769231
Assam,LAKHIMPUR,1998,Winter     ,Rice,74100,88195,2184.6,6806299.44,11918.97,10.28740741
Assam,LAKHIMPUR,1999,Autumn     ,Rice,19125,16422,2184.6,979986.24,1716.12,0.493076923
Assam,LAKHIMPUR,1999,Summer     ,Rice,17523,16059,2184.6,2274762.48,3983.49,0.635925926
Assam,LAKHIMPUR,1999,Winter     ,Rice,87750,105101,2184.6,2228473.36,3902.43,0.5112
Assam,LAKHIMPUR,2000,Autumn     ,Rice,19850,15228,2184.6,589286.88,1031.94,4.650434783
Assam,LAKHIMPUR,2000,Summer     ,Rice,16668,14841,2184.6,900839.04,1577.52,0.44037037
Assam,LAKHIMPUR,2000,Winter     ,Rice,92855,102477,2184.6,884290.08,1548.54,0.529545455
Assam,LAKHIMPUR,2001,Autumn     ,Rice,16203,11865,2184.6,926501.92,1622.46,2.373333333
Assam,LAKHIMPUR,2001,Summer     ,Rice,18886,13019,2184.6,11026044.4,19308.45,0.533703704
Assam,LAKHIMPUR,2001,Winter     ,Rice,84084,96065,2184.6,2143570,3753.75,0.618518519
Assam,LAKHIMPUR,2002,Autumn     ,Rice,15969,8326,2184.6,8350988.96,14623.98,5.326296296
Assam,LAKHIMPUR,2002,Summer     ,Rice,16840,14556,2184.6,25479522.32,44618.91,0.469259259
Assam,LAKHIMPUR,2002,Winter     ,Rice,87296,86294,2184.6,47766054.72,83646.36,1.132222222
Assam,LAKHIMPUR,2003,Autumn     ,Rice,16275,10900,2184.6,37735346.32,66080.91,1.637692308
Assam,LAKHIMPUR,2003,Summer     ,Rice,17225,13057,2184.6,204744212.8,358541.4,1.502592593
Assam,LAKHIMPUR,2003,Winter     ,Rice,80660,85947,2184.6,1662570.88,2911.44,0.487777778
Assam,LAKHIMPUR,2004,Autumn     ,Rice,16105,9635,2184.6,925062.88,1619.94,0.504814815
Assam,LAKHIMPUR,2004,Summer     ,Rice,16412,15839,2184.6,2809245.92,4919.46,37.99444444
Assam,LAKHIMPUR,2004,Winter     ,Rice,85910,104400,2184.6,871698.48,1526.49,3.405555556
Assam,LAKHIMPUR,2005,Autumn     ,Rice,16115,11862,2184.6,333017.84,583.17,4.458518519
Assam,LAKHIMPUR,2005,Summer     ,Rice,16520,12899,2184.6,78787.44,137.97,0.504074074
Assam,LAKHIMPUR,2005,Winter     ,Rice,88764,101508,2184.6,1392391.12,2438.31,0.728888889
Assam,LAKHIMPUR,2006,Autumn     ,Rice,18650,13872,2184.6,4242289.92,7428.96,0.488888889
Assam,LAKHIMPUR,2006,Summer     ,Rice,11962,8992,2184.6,5991323.12,10491.81,1.084230769
Assam,LAKHIMPUR,2006,Winter     ,Rice,91203,61231,1316.2,19325227.92,33841.71,6.212380952
Assam,LAKHIMPUR,2007,Autumn     ,Rice,18730,11722,1316.2,71938089.28,125975.64,0.5968
Assam,LAKHIMPUR,2007,Summer     ,Rice,16266,11302,1316.2,51552288.88,90276.69,0.80875
Assam,LAKHIMPUR,2007,Winter     ,Rice,86648,68736,1316.2,9353.76,16.38,1.33
Assam,LAKHIMPUR,2008,Autumn     ,Rice,15278,4248,1316.2,109966.64,192.57,1.22
Assam,LAKHIMPUR,2008,Summer     ,Rice,17070,14008,1316.2,5223955.04,9148.02,15.48037037
Assam,LAKHIMPUR,2008,Winter     ,Rice,91240,56370,1316.2,1774456.24,3107.37,2.199230769
Assam,LAKHIMPUR,2009,Autumn     ,Rice,15547,12263,1316.2,2376094.88,4160.94,0.05875
Assam,LAKHIMPUR,2009,Summer     ,Rice,15572,11320,1316.2,2995721.52,5246.01,1.086666667
Assam,LAKHIMPUR,2009,Winter     ,Rice,104655,153688,1316.2,47474529.2,83135.85,4165.660741
Assam,LAKHIMPUR,2010,Autumn     ,Rice,15557,11121,1316.2,1098826.96,1924.23,0.125714286
Assam,LAKHIMPUR,2010,Summer     ,Rice,16675,17622,1316.2,49564135.2,86795.1,1.503333333
Assam,LAKHIMPUR,2010,Winter     ,Rice,108330,217671,1316.2,13916356.24,24369.87,0.830384615
Assam,LAKHIMPUR,2011,Autumn     ,Rice,14499,13871,1316.2,349087.12,611.31,1.676538462
Assam,LAKHIMPUR,2011,Summer     ,Rice,21815,36479,1316.2,805262.8,1410.15,2.696923077
Assam,LAKHIMPUR,2011,Winter     ,Rice,114250,210176,1316.2,591325.52,1035.51,1.287333333
Assam,LAKHIMPUR,2012,Autumn     ,Rice,14829,16891,1316.2,2598546.48,4550.49,12.82411765
Assam,LAKHIMPUR,2012,Summer     ,Rice,19372,44526,1316.2,50170810.48,87857.49,0.522
Assam,LAKHIMPUR,2012,Winter     ,Rice,111100,249676,1316.2,104055063.7,182217.84,0.562
Assam,LAKHIMPUR,2013,Autumn     ,Rice,13000,19615,1316.2,20670370.56,36197.28,0.9764
Assam,LAKHIMPUR,2013,Summer     ,Rice,16400,25187,1316.2,14954263.84,26187.42,0.609166667
Assam,LAKHIMPUR,2013,Winter     ,Rice,111700,215763,1316.2,17332037.6,30351.3,0.453461538
Assam,LAKHIMPUR,2014,Autumn     ,Rice,6861,10015,1316.2,38756824.88,67869.69,1.426190476
Assam,LAKHIMPUR,2014,Summer     ,Rice,14700,26717,1316.2,142853500.8,250160.4,0.714761905
Assam,LAKHIMPUR,2014,Winter     ,Rice,102605,224011,1316.2,684503.36,1198.68,1.587142857
Assam,MARIGAON,1997,Autumn     ,Rice,27010,14050,1316.2,1577427.68,2762.34,0.316666667
Assam,MARIGAON,1997,Summer     ,Rice,32500,48230,1316.2,101001780.6,176871.03,3.1212
Assam,MARIGAON,1997,Winter     ,Rice,38500,30515,1316.2,9787990.32,17140.41,3.341304348
Assam,MARIGAON,1998,Autumn     ,Rice,25500,14804,1316.2,1437840.8,2517.9,3.096666667
Assam,MARIGAON,1998,Summer     ,Rice,40000,103600,1316.2,251472.24,440.37,1.568
Assam,MARIGAON,1998,Winter     ,Rice,45000,51151,1316.2,47157340.8,82580.4,0.242173913
Assam,MARIGAON,1999,Autumn     ,Rice,19600,14812,1316.2,918347.36,1608.18,0.29125
Assam,MARIGAON,1999,Summer     ,Rice,45000,129060,1316.2,3979425.28,6968.64,0.212173913
Assam,MARIGAON,1999,Winter     ,Rice,50000,77667,1316.2,16350372.48,28632.24,6.543913043
Assam,MARIGAON,2000,Autumn     ,Rice,15000,11350,1316.2,1307128,2289,10.36952381
Assam,MARIGAON,2000,Summer     ,Rice,42000,115206,1316.2,488674,855.75,16.31842105
Assam,MARIGAON,2000,Winter     ,Rice,47000,80044,1316.2,3494109.04,6118.77,0.118888889
Assam,MARIGAON,2001,Autumn     ,Rice,13500,7572,1316.2,18212010.56,31892.28,0.279583333
Assam,MARIGAON,2001,Summer     ,Rice,37565,87226,1316.2,500546.08,876.54,5.612105263
Assam,MARIGAON,2001,Winter     ,Rice,40000,59652,1316.2,82265.12,144.06,7.193333333
Assam,MARIGAON,2002,Autumn     ,Rice,12270,2922,1316.2,62958,110.25,5.036875
Assam,MARIGAON,2002,Summer     ,Rice,40000,89600,1316.2,8109350.16,14200.83,3.381333333
Assam,MARIGAON,2002,Winter     ,Rice,36000,45176,1316.2,649486.72,1137.36,17.84
Assam,MARIGAON,2003,Autumn     ,Rice,11000,2587,1316.2,38014.64,66.57,15.45
Assam,MARIGAON,2003,Summer     ,Rice,36000,65484,1316.2,106007361.3,185636.64,1.4915
Assam,MARIGAON,2003,Winter     ,Rice,36450,55757,1316.2,5555054.16,9727.83,2.493076923
Assam,MARIGAON,2004,Autumn     ,Rice,8000,142,1316.2,998094.16,1747.83,2.144285714
Assam,MARIGAON,2004,Summer     ,Rice,38000,85196,1316.2,808140.88,1415.19,0.227142857
Assam,MARIGAON,2004,Winter     ,Rice,27000,19069,1316.2,129033080.6,225958.53,2.50962963
Assam,MARIGAON,2005,Autumn     ,Rice,7000,3589,1316.2,5389684.48,9438.24,2.2675
Assam,MARIGAON,2005,Summer     ,Rice,29500,59000,1316.2,43680140.48,76491.24,3.0144
Assam,MARIGAON,2005,Winter     ,Rice,22000,26611,1316.2,9706924.4,16998.45,0.694375
Assam,MARIGAON,2006,Autumn     ,Rice,4749,3136,1316.2,24583.6,43.05,0.215
Assam,MARIGAON,2006,Summer     ,Rice,36745,71910,1316.2,12335211.04,21601.02,0.879615385
Assam,MARIGAON,2006,Winter     ,Rice,32687,17664,1316.2,6268578.16,10977.33,0.5485
Assam,MARIGAON,2007,Autumn     ,Rice,4872,1755,1316.2,16002724.4,28023.45,0.556666667
Assam,MARIGAON,2007,Summer     ,Rice,37950,87854,1316.2,26557723.04,46507.02,90.63772727
Assam,MARIGAON,2007,Winter     ,Rice,41205,25083,1316.2,79288465.76,138847.38,0.5125
Assam,MARIGAON,2008,Autumn     ,Rice,6000,4304,1316.2,86676257.28,151784.64,0.8724
Assam,MARIGAON,2008,Summer     ,Rice,32806,84738,1316.2,5213282.16,9129.33,0.829047619
Assam,MARIGAON,2008,Winter     ,Rice,37920,51320,1316.2,402451.52,704.76,6.076153846
Assam,MARIGAON,2009,Autumn     ,Rice,4526,1720,1316.2,100852.72,176.61,9.59
Assam,MARIGAON,2009,Summer     ,Rice,42252,106729,1316.2,12087696.16,21167.58,0.646
Assam,MARIGAON,2009,Winter     ,Rice,31617,44801,1316.2,761012.32,1332.66,5.556363636
Assam,MARIGAON,2010,Autumn     ,Rice,4084,2434,1316.2,12084698.16,21162.33,0.19
Assam,MARIGAON,2010,Summer     ,Rice,44104,108364,1316.2,1252564.4,2193.45,0.473333333
Assam,MARIGAON,2010,Winter     ,Rice,41813,80281,1316.2,30290352.96,53043.48,0.880714286
Assam,MARIGAON,2011,Autumn     ,Rice,3736,2864,3030.9,13022112.8,22803.9,0.958571429
Assam,MARIGAON,2011,Summer     ,Rice,43516,122715,3030.9,7363088,12894,8.060714286
Assam,MARIGAON,2011,Winter     ,Rice,42745,80418,3030.9,28540720.16,49979.58,0.239285714
Assam,MARIGAON,2012,Autumn     ,Rice,3645,5291,3030.9,4960730.64,8687.07,0.065
Assam,MARIGAON,2012,Summer     ,Rice,37729,112357,3030.9,9387937.2,16439.85,0.621428571
Assam,MARIGAON,2012,Winter     ,Rice,39830,77445,3030.9,107668133.4,188544.93,6500.859286
Assam,MARIGAON,2013,Autumn     ,Rice,2500,4133,3030.9,318387.6,557.55,1.3
Assam,MARIGAON,2013,Summer     ,Rice,41120,134956,3030.9,7794.8,13.65,17
Assam,MARIGAON,2013,Winter     ,Rice,46495,109410,3030.9,1466141.92,2567.46,3.258571429
Assam,MARIGAON,2014,Autumn     ,Rice,3272,7554,3030.9,395616.08,692.79,0.74
Assam,MARIGAON,2014,Summer     ,Rice,42535,132411,3030.9,293804,514.5,0.2525
Assam,MARIGAON,2014,Winter     ,Rice,44115,74261,3030.9,1319.12,2.31,1.91
Assam,NAGAON,1997,Autumn     ,Rice,57555,54868,3030.9,49646.88,86.94,0.81
Assam,NAGAON,1997,Summer     ,Rice,28013,43668,3030.9,11782859.52,20633.76,2.096923077
Assam,NAGAON,1997,Winter     ,Rice,142724,136887,3030.9,2621091.44,4589.97,2.345714286
Assam,NAGAON,1998,Autumn     ,Rice,55191,72760,3030.9,18663029.68,32682.09,2.189285714
Assam,NAGAON,1998,Summer     ,Rice,41679,100330,3030.9,71952,126,0.314545455
Assam,NAGAON,1998,Winter     ,Rice,144667,211380,3030.9,146542.24,256.62,66.14538462
Assam,NAGAON,1999,Autumn     ,Rice,42006,51215,3030.9,85263.12,149.31,11.48692308
Assam,NAGAON,1999,Summer     ,Rice,52650,127398,3030.9,10857436.88,19013.19,28.00928571
Assam,NAGAON,1999,Winter     ,Rice,152987,278662,3030.9,5156.56,9.03,1.6
Assam,NAGAON,2000,Autumn     ,Rice,48434,67115,3030.9,405809.28,710.64,2.211428571
Assam,NAGAON,2000,Summer     ,Rice,57976,145532,3374.4,1379919.44,2416.47,1.245714286
Assam,NAGAON,2000,Winter     ,Rice,141632,232291,3374.4,96415.68,168.84,0.796666667
Assam,NAGAON,2001,Autumn     ,Rice,45551,53449,3374.4,770605.92,1349.46,10.22428571
Assam,NAGAON,2001,Summer     ,Rice,57920,135561,3374.4,3957.36,6.93,0.693333333
Assam,NAGAON,2001,Winter     ,Rice,128485,224962,3374.4,867141.52,1518.51,1.046666667
Assam,NAGAON,2002,Autumn     ,Rice,40558,43600,3374.4,223171.12,390.81,0.8
